Year,Ymd,AAVSO,AMERICAN,Difference,Percent
1955,1955-06-25,0,0,0,NA
1955,1955-06-26,0,0,0,NA
1955,1955-06-27,0,0,0,NA
1955,1955-06-28,15,6,9,150
1955,1955-06-29,13,12,1,8.33
1955,1955-06-30,29,18,11,61.11
1955,1955-07-01,46,35,11,31.43
1955,1955-07-02,51,42,9,21.43
1955,1955-07-03,61,42,19,45.24
1955,1955-07-04,67,46,21,45.65
1955,1955-07-05,72,45,27,60
1955,1955-07-06,67,51,16,31.37
1955,1955-07-07,69,55,14,25.45
1955,1955-07-08,64,42,22,52.38
1955,1955-07-09,45,32,13,40.62
1955,1955-07-10,73,35,38,108.57
1955,1955-07-11,29,18,11,61.11
1955,1955-07-12,16,21,-5,-23.81
1955,1955-07-13,39,27,12,44.44
1955,1955-07-14,34,28,6,21.43
1955,1955-07-15,18,20,-2,-10
1955,1955-07-16,11,10,1,10
1955,1955-07-17,0,7,-7,-100
1955,1955-07-18,0,1,-1,-100
1955,1955-07-19,36,25,11,44
1955,1955-07-20,20,27,-7,-25.93
1955,1955-07-21,14,14,0,0
1955,1955-07-22,14,11,3,27.27
1955,1955-07-23,0,0,0,NA
1955,1955-07-24,0,0,0,NA
1955,1955-07-25,0,1,-1,-100
1955,1955-07-26,6,2,4,200
1955,1955-07-27,15,10,5,50
1955,1955-07-28,17,12,5,41.67
1955,1955-07-29,28,17,11,64.71
1955,1955-07-30,34,22,12,54.55
1955,1955-07-31,26,21,5,23.81
1955,1955-08-01,23,23,0,0
1955,1955-08-02,20,10,10,100
1955,1955-08-03,6,5,1,20
1955,1955-08-05,32,25,7,28
1955,1955-08-06,57,43,14,32.56
1955,1955-08-07,73,48,25,52.08
1955,1955-08-08,74,58,16,27.59
1955,1955-08-09,127,78,49,62.82
1955,1955-08-10,106,78,28,35.9
1955,1955-08-12,86,70,16,22.86
1955,1955-08-13,68,53,15,28.3
1955,1955-08-14,55,45,10,22.22
1955,1955-08-15,52,32,20,62.5
1955,1955-08-16,25,30,-5,-16.67
1955,1955-08-17,14,12,2,16.67
1955,1955-08-22,40,20,20,100
1955,1955-08-24,12,4,8,200
1955,1955-08-25,32,16,16,100
1955,1955-08-26,52,26,26,100
1955,1955-08-27,66,54,12,22.22
1955,1955-08-28,69,55,14,25.45
1955,1955-08-29,67,59,8,13.56
1955,1955-08-30,67,61,6,9.84
1955,1955-08-31,99,75,24,32
1955,1955-09-01,78,85,-7,-8.24
1955,1955-09-02,103,86,17,19.77
1955,1955-09-03,111,96,15,15.62
1955,1955-09-04,102,92,10,10.87
1955,1955-09-05,94,83,11,13.25
1955,1955-09-06,93,75,18,24
1955,1955-09-07,91,69,22,31.88
1955,1955-09-08,109,78,31,39.74
1955,1955-09-09,83,67,16,23.88
1955,1955-09-10,75,53,22,41.51
1955,1955-09-11,60,38,22,57.89
1955,1955-09-12,40,36,4,11.11
1955,1955-09-13,37,30,7,23.33
1955,1955-09-14,33,27,6,22.22
1955,1955-09-15,65,38,27,71.05
1955,1955-09-16,34,30,4,13.33
1955,1955-09-17,27,35,-8,-22.86
1955,1955-09-18,40,29,11,37.93
1955,1955-09-19,11,28,-17,-60.71
1955,1955-09-20,11,9,2,22.22
1955,1955-09-21,0,3,-3,-100
1955,1955-09-22,0,1,-1,-100
1955,1955-09-23,11,4,7,175
1955,1955-09-24,36,23,13,56.52
1955,1955-09-25,12,15,-3,-20
1955,1955-09-26,15,12,3,25
1955,1955-09-27,27,20,7,35
1955,1955-09-28,15,12,3,25
1955,1955-09-29,16,15,1,6.67
1955,1955-09-30,30,31,-1,-3.23
1955,1955-10-01,43,32,11,34.38
1955,1955-10-02,80,54,26,48.15
1955,1955-10-03,69,69,0,0
1955,1955-10-04,66,68,-2,-2.94
1955,1955-10-05,82,61,21,34.43
1955,1955-10-06,71,53,18,33.96
1955,1955-10-08,92,64,28,43.75
1955,1955-10-09,87,69,18,26.09
1955,1955-10-10,76,61,15,24.59
1955,1955-10-11,92,64,28,43.75
1955,1955-10-12,72,43,29,67.44
1955,1955-10-13,46,36,10,27.78
1955,1955-10-14,0,10,-10,-100
1955,1955-10-15,0,6,-6,-100
1955,1955-10-16,0,0,0,NA
1955,1955-10-17,0,0,0,NA
1955,1955-10-18,0,0,0,NA
1955,1955-10-19,16,15,1,6.67
1955,1955-10-20,27,26,1,3.85
1955,1955-10-21,44,30,14,46.67
1955,1955-10-22,58,47,11,23.4
1955,1955-10-23,63,57,6,10.53
1955,1955-10-24,92,81,11,13.58
1955,1955-10-25,136,95,41,43.16
1955,1955-10-26,117,102,15,14.71
1955,1955-10-27,105,92,13,14.13
1955,1955-10-28,121,97,24,24.74
1955,1955-10-29,163,120,43,35.83
1955,1955-10-30,143,109,34,31.19
1955,1955-10-31,141,107,34,31.78
1955,1955-11-01,126,103,23,22.33
1955,1955-11-02,116,88,28,31.82
1955,1955-11-03,84,66,18,27.27
1955,1955-11-04,76,58,18,31.03
1955,1955-11-05,50,53,-3,-5.66
1955,1955-11-06,61,51,10,19.61
1955,1955-11-07,96,64,32,50
1955,1955-11-08,110,85,25,29.41
1955,1955-11-09,135,105,30,28.57
1955,1955-11-10,178,125,53,42.4
1955,1955-11-11,172,122,50,40.98
1955,1955-11-12,181,121,60,49.59
1955,1955-11-13,104,98,6,6.12
1955,1955-11-14,129,108,21,19.44
1955,1955-11-15,133,108,25,23.15
1955,1955-11-16,88,81,7,8.64
1955,1955-11-17,82,74,8,10.81
1955,1955-11-18,76,71,5,7.04
1955,1955-11-19,88,84,4,4.76
1955,1955-11-20,76,67,9,13.43
1955,1955-11-21,58,54,4,7.41
1955,1955-11-22,47,40,7,17.5
1955,1955-11-23,79,68,11,16.18
1955,1955-11-24,80,68,12,17.65
1955,1955-11-26,96,78,18,23.08
1955,1955-11-27,104,80,24,30
1955,1955-11-29,92,88,4,4.55
1955,1955-11-30,131,95,36,37.89
1955,1955-12-01,108,80,28,35
1955,1955-12-02,75,83,-8,-9.64
1955,1955-12-03,113,71,42,59.15
1955,1955-12-05,148,75,73,97.33
1955,1955-12-07,93,80,13,16.25
1955,1955-12-08,77,67,10,14.93
1955,1955-12-10,87,63,24,38.1
1955,1955-12-11,71,57,14,24.56
1955,1955-12-12,65,60,5,8.33
1955,1955-12-13,76,69,7,10.14
1955,1955-12-14,86,57,29,50.88
1955,1955-12-15,89,75,14,18.67
1955,1955-12-16,82,54,28,51.85
1955,1955-12-17,94,70,24,34.29
1955,1955-12-18,98,63,35,55.56
1955,1955-12-20,121,91,30,32.97
1955,1955-12-21,99,78,21,26.92
1955,1955-12-22,83,62,21,33.87
1955,1955-12-25,40,45,-5,-11.11
1955,1955-12-27,63,64,-1,-1.56
1955,1955-12-28,87,62,25,40.32
1955,1955-12-30,83,63,20,31.75
1955,1955-12-31,53,48,5,10.42
